"List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                              STATE                 DISTRICT              CITY"
"1-3984404                SIDDHARTHA INSTITUTE OF PHARMACEUTICAL SCIENCES                             Andhra Pradesh        GUNTUR                NARASARAOPET"
"1-30523574               SAI PRANAVI COLLEGE OF PHARMACY                                             Telangana             RANGAREDDI            HYDERABAD"
"1-12549734               GLOBAL INSTITUTE OF MANAGEMENT AND TECHNOLOGY                               Andhra Pradesh        KRISHNA               HANUMAN JUNCTION"
"1-3589711                PRIYADARSHNI INSTITUTE OF TECHNOLOGY & MANEGEMENT                           Andhra Pradesh        GUNTUR                GUNTUR"
"1-5399791                HELAPURI INSTITUTE OF TECHNOLOGY & SCIENCE                                  Andhra Pradesh        WEST GODAVARI         ELURU"
"1-2614741                ESWAR COLLEGE OF ENGINEERING                                                Andhra Pradesh        GUNTUR                NARASARAOPET"
"1-454209341              SANJAY GANDHI MEMORIAL GOVERNMENT POLYTECHNIC                               Telangana             RANGAREDDI            HAYATHNAGAR"
"1-2819834                QIS COLLEGE OF ENGINEERING & TECHNOLOGY                                     Andhra Pradesh        PRAKASAM              ONGOLE"
"1-11812251               UNIVERSITY INSTITUTE OF ENGINEERING (UIE), GHARUAN                          Punjab                MOHALI                MOHALI"
"1-434208331              GOVT. POLYTECHNIC COLLEGE MOHALI(KHUNI MAJRA)                               Punjab                MOHALI                KHARAR"
"1-478445051              ONKAR COLLEGE OF PHARMACY, SAJUMA                                           Punjab                SANGRUR               SAJUMA"
"1-8558991                SHANKARA INTERNATIONAL SCHOOL OF MANAGEMENT                                 Rajasthan             JAIPUR                JAIPUR"
"1-5981451                B. H. GARDI COLLEGE OF ENGINEERING & TECHNOLOGY                             Gujarat               JAMNAGAR              ANANDPAR"
"1-4378664                GD RUNGTA COLLEGE OF ENGINEERING & TECHNOLOGY                               Chhattisgarh          DURG                  BHILAI"
"1-13522523               AMITY SCHOOL OF ENGINEERING & TECHNOLOGY                                    Delhi                 SOUTH WEST DELHI      DELHI"
"1-5171073                SANGHVI INSTITUTE OF MANAGEMENT AND SCIENCE                                 Madhya Pradesh        INDORE                INDORE"
"1-481366451              SHYAM COLLEGE OF ENGINEERING & TECHNOLOGY                                   Rajasthan             DAUSA                 LALSOT"
"1-2191238931             BHAGWAN MAHAVIR COLLEGE OF ARCHITECTURE                                     Gujarat               SURAT                 SURAT"
"1-10152701               SHEKHAWATI INSTITUTE OF MANAGEMENT                                          Rajasthan             SIKAR                 SIKAR"
"1-7818863                BABA ISHER SINGH COLLEGE OF PHARMACY                                        Punjab                MOGA                  MOGA"
"1-6139491                RAYAT GROUP OF INSTITUTIONS , ROPAR                                         Punjab                SHAHID BHAGAT SINGH NAGAR"
"NEAR ROPAR"
"1-6020731                MAHAKAL INSTITUTE OF TECHNOLOGY,UJJAIN                                      Madhya Pradesh        UJJAIN                UJJAIN"
"1-454133761              GOVT.POLYTECHNIC COLLEGE JHABUA                                             Madhya Pradesh        JHABUA                JHABUA"
"1-487630871              INSTITUTE OF MANAGEMENT STUDIES                                             Madhya Pradesh        INDORE                INDORE"
"1-711815081              SATYUG DARSHAN INSTITUTE OF ENGINEERING & TECHNOLOGY                        Haryana               FARIDABAD             BHOPANI"
"1-399076211              GURU GOBIND SINGH POLYTECHNIC                                               Punjab                BATHINDA              TALWANDI SABO"
"1-6568251                SCHOOL OF COMPUTER APPLICATION,SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL"
"Madhya SCIENCES,(SSSUTMS)"
"Pradesh      SEHORE                SEHORE"
"1-409569241              RIMT-POLYTECHNIC COLLEGE                                                    Punjab                FATEHGARH SAHIB       MANDI GOBINDGARH"
"1-4438843                HINDUSTAN INSTITUTE OF TECHNOLOGY SCIENCE & MANAGEMENT                      Madhya Pradesh        GWALIOR               GWALIOR"
"1-1230746451             ENGINEERING COLLEGE NOWGONG                                                 Madhya Pradesh        CHHATARPUR            NOWGONG"
"1-4100221                PARUL INSTITUTE OF PHARMACY                                                 Gujarat               VADODARA              VADODARA"
"1-7235463                B.K.MODY GOVT.PHARMACY COLLEGE                                              Gujarat               RAJKOT                RAJKOT"
"1-6304281                ""INSTITUTE OF MARKETING & MANAGEMENT - BUSINESS SCHOOL""                     Delhi                 NEW DELHI             NEW DELHI"
"1-786605261              KHALSA COLLEGE(ASR) OF TECHNOLOGY AND BUSINESS STUDIES                      Punjab                S.A.S NAGAR           MOHALI"
"1-1563367701             GOVT. POLYECHNIC BILASPUR AT GOVT. POLYTECHNIC HAMIRPUR                     Himachal Pradesh      BILASPUR              BILASPUR"
"1-1049369841             GOVT. POLYTECHNIC COLLEGE DODA                                              Jammu and Kashmir     DODA                  DODA"
"1-16284341               NALIN INSTITUTE OF TECHNOLOGY                                               Madhya Pradesh        INDORE                INDORE"
"1-706793821              MAULANA AZAD INSTITUTE OF PHARMACY                                          Rajasthan             JODHPUR               JODHPUR"
"1-2479490991             PARUL INSTITUTE OF ARCHITECTURE AND RESEARCH                                Gujarat               VADODARA              VADODARA"
"1-7944883                SHRI SHANKARACHARYA INSTITUTE OF TECHNOLOGY & MANAGEMENT                    Chhattisgarh          DURG                  BHILAI"
"1-423193241              CORPORATE INSTITUTE OF REASERCH & TECHNOLOGY                                Madhya Pradesh        BHOPAL                HATAI KHEDA"
"1-6145231                VNS BUSINESS SCHOOL                                                         Madhya Pradesh        BHOPAL                BHOPAL"
"1-9093771                TRINITY INSTITUTE OF TECHNOLOGY & RESEARCH                                  Madhya Pradesh        BHOPAL                BHOPAL"
"1-435753361              GOVT.GIRLS POLYTECHNIC RAJNANDGAON                                          Chhattisgarh          RAJNANDGAON           RAJNANDGAON"
"1-2508211334             KALINGA UNIVERSITY- FACULTY OF PHARMACY                                     Chhattisgarh          RAIPUR                NEW RAIPUR"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                             STATE              DISTRICT        CITY"
"1-11770524               STAR ACADEMY OF TECHNOLOGY & MANAGEMENT, INDORE                            Madhya Pradesh     INDORE          INDORE"
"1-445639951              GOVERNMENT POLYTECHNIC, DAHOD                                              Gujarat            DAHOD           DAHOD"
"1-792887491              SCHOOL OF ENERGY & ENVIRONMENTAL STUDIES, DEVI AHILYA VISHWAVIDAYALA       Madhya Pradesh     INDORE          INDORE"
"1-24142851               NARNARAYAN SHASTRI INSTITUTE OF TECHNOLOGY                                 Gujarat            AHMEDABAD       JETALPUR"
"1-8233943                ANAND PHARMACY COLLEGE                                                     Gujarat            ANAND           ANAND"
"1-5726191                LORD KRISHNA COLLEGE OF TECHNOLOGY,INDORE                                  Madhya Pradesh     INDORE          INDORE"
"1-6615441                PEOPLE'S INSTITUTE OF HOTEL MANAGEMENT, CATERING TECHNOLOGY & APPLIED NUTRITION"
"Madhya Pradesh     BHOPAL          BHOPAL"
"1-10176304               CRIM,UTD,BARKATULLAH UNIVERSITY,BHOPAL                                     Madhya Pradesh     BHOPAL          BHOPAL"
"1-450263613              GOVT. GIRLS POLYTECHNIC, JAGDALPUR                                         Chhattisgarh       BASTAR          JAGDALPUR"
"1-14355955               SHREE SWAMINARAYN PHARMACY COLLEGE,KEVADIYA COLONY                         Gujarat            NARMADA         KEVADIA COLONY"
"1-3913254                REWA INSTITUTE OF TECHNOLOGY, REWA (M.P.)                                  Madhya Pradesh     REWA            REWA"
"1-33729371               SRI VENKATESWARA ENGINEERING COLLEGE FOR WOMEN                             Andhra Pradesh     CHITTOOR        TIRUPATI"
"1-7990651                MAHAKAL INSTITUTE OF MANAGEMENT.                                           Madhya Pradesh     UJJAIN          UJJAIN"
"1-15520641               JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN(M.C.A.)                        Madhya Pradesh     KHARGONE        BORAWAN"
"1-512774071              GYANODAYA INSTITUTE OF PROFESSIONAL STUDIES                                Madhya Pradesh     NEEMUCH         KANAWATI, DISTT- NEEMUCH"
"1-8603771                K.G.REDDY COLLEGE OF ENGINEERING & TECHNOLOGY                              Telangana          RANGAREDDI      HYDERABAD"
"1-756813531              B.V.KRISHNA POLYTECHNIC                                                    Telangana          NALGONDA        KODAD"
"1-478323311              SRADDAHA COLLEGE OF DIPLOMA IN ENG & TECHNOLOGY                            Andhra Pradesh     EAST GODAVARI   KRISHNUNIPALEM"
"1-4579354                ANU COLLEGE OF ENGINEERING AND TECHNOLOGY                                  Andhra Pradesh     GUNTUR          NAMBURU"
"1-10766444               BALAJI INSTITUTE OF IT AND MANAGEMENT                                      Andhra Pradesh     YSR DISTRICT    KADAPA"
"1-20603451               SRI VENKATESWARA PG COLLEGE                                                Andhra Pradesh     WEST GODAVARI   ELURU"
"1-4861526                ASIANS INSTITUTE OF TECHNOLOGY                                             Rajasthan          TONK            TONK"
"1-8588881                SAHASRA INSTITUTE OF PHARMACEUTICAL SCIENCES                               Telangana          WARANGAL        WARANGAL"
"1-39490287               INSTITUTE OF COMPUTERS AND BUSINESS MANAGEMENT-SCHOOL OF BUSINESS EXCELLENCE"
"Telangana          HYDERABAD       HYDERABAD"
"1-475266551              GOVERNMENT POLYTECHNIC                                                     Andhra Pradesh     KURNOOL         ADONI"
"1-4854921                NRI COLLEGE OF PHARMACY                                                    Andhra Pradesh     KRISHNA         AGIRIPALLI"
"1-4274537                DR.K.V.SUBBA REDDY INSTITUTE OF MCA                                        Andhra Pradesh     KURNOOL         KURNOOL"
"1-440418611              P.D. MEMORIAL POLYTECHNIC                                                  Haryana            JHAJJAR         BAHADURGARH"
"1-18894561               ARHAM VEERAYATAN INSTITUTE OF ENGINEERING, TECHNOLOGY & RESEARCH           Gujarat            KUTCH           MANDVI"
"1-3323691                BM COLLEGE OF MANAGEMENT & RESEARCH.                                       Madhya Pradesh     INDORE          INDORE"
"1-26429171               GREEN HILLS ENGINEERING COLLEGE                                            Himachal Pradesh   SOLAN           SOLAN"
"1-35015311               MLV TEXTILE & ENGINEERING COLLEGE, BHILWARA                                Rajasthan          BHILWARA        BHILWARA"
"1-506771961              OM INSTITUTE OF TECHNOLOGY                                                 Gujarat            PANCHMAHAL      VANTAVACHHODA"
"1-4823033                GOVERNMENT ENGINEERING COLLEGE,GODHRA                                      Gujarat            PANCHMAHAL      GODHRA"
